vid,utter_id,sentence,label
Ses01F_script01_3,9,What?,2
Ses01F_script01_3,10,Sort of embarrassed ever since I got here.,2
Ses01F_script01_3,11,Well I was kind of planning of sneaking up on you over the course of a week or so.  They just take it for granted that we're all set.,2
Ses01F_script01_3,12,I knew they would.,2
Ses01F_script01_3,13,"Well sure, from your mother's point of view.  Why else would I come?",2
Ses01F_script01_3,14,"I, umm. I guess, I guess that's kind of why I came.",2
Ses01F_script01_3,15,[BREATHING],0
Ses01F_script01_3,16,"I love you. Annie, I love you.",0
Ses01F_script01_3,17,[LAUGHTER],0
Ses01F_script01_3,18,"I don't really have any imagination, that's all I know how to say.",0
Ses01F_script01_3,19,[LAUGHTER],0
Ses01F_script01_3,20,"Am I embarrassing you? Are you - See, I didn't want to do it here with this yard, on this porch.  I wanted it to be somewhere new, some place fresh for both of us.",0
Ses01F_script01_3,21,No. No,0
Ses01F_script01_3,22,"Chris, I've been ready a long, long, time.",2
Ses01F_script01_3,23,I almost got married two years ago.,2
Ses01F_script01_3,24,You started to write me.,2
Ses01F_script01_3,25,Every day since.,0
Ses01F_script01_3,26,Why didn't you let me know?,0
Ses01F_script01_3,27,Give me a...,0
Ses01F_script01_3,28,Give me a kiss.,0
Ses01F_script01_3,29,beating around the bush.,0
Ses01F_script01_3,30,"I will never forgive you.  All I'd done was sit around wondering if I was crazy waiting so long, wondering if you were thinking about me.",0
Ses01F_script01_3,31,"Oh Annie, we are going to live now.  I am going to make you so happy.",0
Ses01F_script01_3,32,Not like that you're not.,0
Ses01F_script01_3,33,I kissed you.,0
Ses01F_script01_3,34,"Like Larry's brother.  Do it like you, Chris.",2
Ses01F_script01_3,35,"Hey, let's drive some place.  Huh?  Let's get out of here.",1
Ses01F_script01_3,36,No it's nothing like that. It's-,1
Ses01F_script01_3,37,Yeah.  I suppose I have been. But it's going from me.,1
Ses01F_script01_3,38,I don't even know how to start.,1
Ses01F_script01_3,39,"It's just all mixed up with so many other things, you know?  You know overseas I was in command of a company?",1
Ses01F_script01_3,40,"Yeah, sure.",2
Ses01F_script01_3,41,Well I lost them.,1
Ses01F_script01_3,42,How many?,2
Ses01F_script01_3,43,Pretty much all.,1
Ses01F_script01_3,44,"Aw, geez.",1
Ses01F_script01_3,45,You can't just toss off a thing like that because they weren't just men. You know?,1
Ses01F_script01_3,46,"Like for instance, there was this one time it had been raining for several days and this kid he just came up to me and he gave me his last pair of dry socks.  He just put them in my pocket.  That's a little thing, you know, but that's what kind of guys I had.",1
Ses01F_script01_3,47,"They didn't die, they killed themselves for each other.  I mean that, exactly.  Just a little more selfish and they would all be here today.",1
Ses01F_script01_3,48,Mmhmm.,2
Ses01F_script01_3,49,"To bring that on to the earth again, you know, is like some kind of monument and I thought I would just make a difference to them.",1
Ses01F_script01_3,50,"But then I came home and it was incredible, you know?  The whole thing was just kind of this random bus accident.  You know, I went back to the rat race again, I went to work.",1
Ses01F_script01_3,51,And I didn't want any of it. I guess that included you.,1
Ses01F_script01_3,52,I just want you to know Annie.,2
Ses01F_script01_3,53,What would I do with a fortune?,0
Ses03M_impro03,0,Hey.,4
Ses03M_impro03,1,Hey.,0
Ses03M_impro03,2,"Esmeralda, guess what?",4
Ses03M_impro03,3,What?,4
Ses03M_impro03,4,[LAUGHTER] Guess who just got hitched?,4
Ses03M_impro03,5,This guy. Yeah.  Can you believe it? She said yes too. Yeah.  She said yes.,4
Ses03M_impro03,6,Okay we were at Chuck E. Cheese.,4
Ses03M_impro03,7,"Chuck E. Cheese?  Ah, man that is so lame.",4
Ses03M_impro03,8,Are you serious [GARBAGE] man?,4
Ses03M_impro03,9,Get the big pizza--and I put it in the pizza and she ate so [GARBAGE],0
Ses03M_impro03,10,Oh like that one movie.  What's that one movie I just saw? No.  Where she like swallows the...,4
Ses03M_impro03,11,American Pie? Ah.,0
Ses03M_impro03,12,"oh, I don't remember.  Everybody Says I Love You with Drew Barrymore...no you haven't seen it?  Okay.",4
Ses03M_impro03,13,"Barry what's this?  And I go, I don't know.  She goes--",0
Ses03M_impro03,14,That's my name.,0
Ses03M_impro03,15,"Barry Joe, B.J. [LAUGHTER] Oh you dirty, dirty girl. you're so dirty.",0
Ses03M_impro03,16,[LAUGHTER] So nasty. No you... dirty me?,4
Ses03M_impro03,17,"Ah...Anyways, so she took the ring and she goes, is this real?  So I was like, of course--",4
Ses03M_impro03,18,Sara and I--,0
Ses03M_impro03,19,She actually asked if it was real?  I would've probably asked the same thing considering you were in Chuck E. Cheese.,0
Ses03M_impro03,20,Come on. It was her birthday.,4
Ses03M_impro03,21,She wanted...she always wants something spontaneous.,0
Ses03M_impro03,22,"Yeah.  That's, you know, okay.",2
Ses03M_impro03,23,"I couldn't, I couldn't afford the Red Lobster. [LAUGHTER] What anyway?",0
Ses03M_impro03,24,"Oh god! You are damn cheap, cheap, cheap. Anyways, moving on. It's not like you're poor.  I mean your dad makes... okey",0
Ses03M_impro03,25,So Okay then and.,0
Ses03M_impro03,26,"I got all the character animals to do a conga line,",0
Ses03M_impro03,27,"dim down the lights and uh, I got on one of the tables pulled her up.",0
Ses03M_impro03,28,You had the mouse?,0
Ses03M_impro03,29,Isn't it a rat?  It's a rat.  Chuck E. Cheese?,2
Ses03M_impro03,30,Yeah.,0
Ses03M_impro03,31,"Chucky...I don't know.  I don't know. Anyways, I pull her up and I go, I go Sarah",0
Ses03M_impro03,32,Okay. [LAUGHTER],0
Ses03M_impro03,33,"You're my guiding light, then they put on that song the I've had the time of my life, that song.",0
Ses03M_impro03,34,"Okay, that is really cheesy Joe.",0
Ses03M_impro03,35,Oh that's kind of sweet.,0
Ses03M_impro03,36,"Wait, wait, wait I want you to marry me?  No, shouldn't you like be more like a question like, would you marry me?  Not like I want you to marry me.  It's like a demand.",4
Ses03M_impro03,37,"You marry me. I man I Jane, you Tarzan.",4
Ses03M_impro03,38,"No. Well that's what I said, spur of the moment--and she goes, she goes,",0
Ses03M_impro03,39,sure.  And that was it.,0
Ses03M_impro03,40,She said sure?,0
Ses03M_impro03,41,Sure?  Who says sure?  You say yes...I don't like--,0
Ses03M_impro03,42,"Yeah, she goes--",0
Ses03M_impro03,43,Cause she was a little confused at first but then she said yes.,0
Ses03M_impro03,44,How long have you guys been going out?,0
Ses03M_impro03,45,About two and a half weeks.,2
Ses03M_impro03,46,Two and ...  We love each other. Yeah.,0
Ses03M_impro03,47,"You got to meet her, she's wonderful.",0
Ses03M_impro03,48,She just graduated from high school and----she's planning to apply for colleges----and stuff.She's so great.  She has so much life and energy and stuff.,0
Ses03M_impro03,49,She must be hot.,0
Ses03M_impro03,50,"Yeah, she is good-looking.",0
Ses03M_impro03,51,I'm twenty eight years old.,2
Ses03M_impro03,52,You still act like a boy.  And men take a lot longer to grow----I will tell you.,2
Ses03M_impro03,53,Well that's why I'm dating someone who's just eighteen years old. Jesus. I think she's ready to have kids already.,0
Ses03M_impro03,54,I'm so excited.  It's going to be great.,4
Ses03M_impro03,55,She just...she just...we're in a good position too.  She just got promoted to assistant manager at Jack In The Box,0
Ses03M_impro03,56,-and so... yeah.,0
Ses03M_impro03,57,I'm still working at my parents' restaurant. Busing tables.,2
Ses03M_impro03,58,Oh that's great. My mom said we can move in with her again if we run out of money.,0
Ses01M_script03_1,0,Now and always sweet.,0
Ses01M_script03_1,1,I don't care then.,0
Ses01M_script03_1,2,It had to happen sooner or later.,0
Ses01M_script03_1,3,[BREATHING],4
Ses01M_script03_1,4,Oh. Behave exquisitely...,0
Ses01M_script03_1,5,With perfect poise...,0
Ses01M_script03_1,6,[LAUGHTER] I think I shall do a court curtsey.,0
Ses01M_script03_1,7,Ah...,0
Ses01M_script03_1,8,[LAUGHTER],0
Ses01M_script03_1,9,Ah...Strange...,0
Ses01M_script03_1,10,Mmm...,0
Ses01M_script03_1,11,"Things that just ought to matter dreadfully, you know they just don't matter at all when one is happy, do they?",0
Ses01M_script03_1,12,"Darling, don't say that.",1
Ses01M_script03_1,13,"Oh, yes meaning just that.",0
Ses01M_script03_1,14,"Oh, dear god what is that all mean, dear god?",0
Ses01M_script03_1,15,[LAUGHTER] Don't laugh at me I'm being serious.,0
Ses01M_script03_1,16,"You mustn't be so serious, darling, it just what they want.",0
Ses01M_script03_1,17,Flippancy brings out the acid in their darn sweetness and light.,0
Ses01M_script03_1,18,"Mmhmm If I must laugh at everything, I must laugh at us too.",0
Ses01M_script03_1,19,"How long will it last, this ludicrous, overbearing love of ours?",0
Ses01M_script03_1,20,We are figures of fun all right,0
Ses01M_script03_1,21,Ahh...who knows.,0
Ses01M_script03_1,22,Shall we always want to bicker and fight?,0
Ses01M_script03_1,23,If one of us dies...,0
Ses01M_script03_1,24,I think you're talking nonsense.,0
Ses01M_script03_1,25,"Let's pity the poor philosophers, huh?  Let's enjoy the party for as long as we can, okay?  Let's blow trumpets and squeakers and sit like small idiotic school children. [LAUGHTER]",4
Ses01M_script03_1,26,"Come here darling, kiss me",4
Ses01M_script03_1,27,before your body rots and worms pop out of your eye sockets.,0
Ses01M_script03_1,28,"See, you know I don't care what you do.  You could paint yourself green and run naked to the Place Vendome.",0
Ses01M_script03_1,29,Do you remember that row we did have in Venice?,0
Ses01M_script03_1,30,Which particular one?,0
Ses01M_script03_1,31,"Oh, Charles.  That was his name Charles. He did wriggle so beautifully.",4
Ses01M_script03_1,32,But you know it wasn't as bad as the one we had in Cannes...mmhmm...where your curling irons burnt a hole in my dressing gown.,4
Ses01M_script03_1,33,Cannes...mmhmm...,0
Ses01M_script03_1,34,The manager came in he found us rolling about the floor.  [LAUGHTER],0
Ses01M_script03_1,35,I will never forget the look on his face.,0
Ses01M_script03_1,36,Scratching and biting like panthers. [LAUGHTER] Oh...,0
Ses01M_script03_1,37,oh...,0
Ses01M_script03_1,38,"Utterly, utterly ridiculous.",0
Ses01M_script03_1,39,oh...[LAUGHTER],0
Ses01M_script03_1,40,We were very much younger then.,0
Ses01M_script03_1,41,Very much sillier.,0
Ses01M_script03_1,42,Oh you knew there was nothing in that.,4
Ses03M_script01_2,0,Why did he invite her here?,3
Ses03M_script01_2,1,Why does that bother you?,5
Ses03M_script01_2,2,Well she's been away for three and a half years in New York and suddenly she just shows up.,3
Ses03M_script01_2,3,"Well maybe, maybe he just wanted to see her.",2
Ses03M_script01_2,4,uh-uh What do you mean?  They grew up next to each other their entire lives.  Why shouldn't he want to see her?,5
Ses03M_script01_2,5,Hey don't look at me like that.  I don't know anymore than you.,5
Ses03M_script01_2,6,Who said he even thought about that?,2
Ses03M_script01_2,7,"Well, so what?",2
Ses03M_script01_2,8,Now listen kid...,5
Ses03M_script01_2,9,No.  She's not his girl Joe and she knows that.,3
Ses03M_script01_2,10,How do you know why she's waited?  Hmmm?,2
Ses03M_script01_2,11,"I mean, her faith is stronger than a rock.",3
Ses03M_script01_2,12,"My worst times I think about her, you know, and I",1
Ses03M_script01_2,13,it's like I know as long as she's waiting I'm right again.,1
Ses03M_script01_2,14,Look at how nice the day is.  What are we arguing for?,5
Ses03M_script01_2,15,"No.  Nobody in my house better dare and challenge her faith.  You know and maybe strangers but not his father, not his brother.",3
Ses03M_script01_2,16,What do you want me to do?  What do you want?,5
Ses03M_script01_2,17,But Kate...,5
Ses03M_script01_2,18,"Laugh, laugh at me but I will.  Because you know what happened when she came here?  When she came back she slept in his room, the memorial broke into pieces. Joe, look. Look at it. You got to believe with me.",3
Ses03M_script01_2,19,Okay. Calm yourself. Just calm yourself.,5
Ses03M_script01_2,20,"Look, it was just last week that Detroit, some boy came back he had been away longer than Larry, you can read it for yourself. You above all people have got to believe.",1
Ses03M_script01_2,21,"Alright, alright, calm yourself okay?  Calm yourself. Wait, wait.  What do you mean, me above all?",3
Ses03M_script01_2,22,"Wait, what does that mean?  Me above all?",3
Ses03M_script01_2,23,"Look at you, you're shaking.",3
Ses03M_script01_2,24,I can't help it.,1
Ses03M_script01_2,25,What do I got to hide?  Huh?  What the hell's the matter with you Kate?,3
Ses01M_impro07,0,Check this out.  You know how I've told you I've been really into like softball recently?,4
Ses01M_impro07,1,Yeah.,2
Ses01M_impro07,2,"Well, this is totally random, I got this full ride scholarship to go to U.S.C next year to play softball.",4
Ses01M_impro07,3,[LAUGHTER]. For softball? That's unbelievable. Is it slow pitch?,4
Ses01M_impro07,4,For softball.  They're going to pay me to go to school. Isn't that awesome?,4
Ses01M_impro07,5,"Yeah.  Well, I don't--well yeah I can pitch, I'm not like the pitcher though. I'm like the pinch hitter guy I mostly just hit.  But I guess I'm going to have to... Yeah, and then I play shortstop too but... It's so ex- The good news is I get to stay here.",4
Ses01M_impro07,6,Uh huh.,0
Ses01M_impro07,7,Pinch hitting softball.,4
Ses01M_impro07,8,That is incredible.,4
Ses01M_impro07,9,That's amazing. They pay for everything?,4
Ses01M_impro07,10,"I know. For softball, yeah.",4
Ses01M_impro07,11,"Your housing, books, everything? That is incredible.",4
Ses01M_impro07,12,"Yeah, everything. Every like- free ride and I get to, you know, like be on like a Trojans sports team too. And it's like cool. Isn't it awesome?",4
Ses01M_impro07,13,That is incredible. Do you get like a per diem?,4
Ses01M_impro07,14,"I don't know. I should ask. Yeah, I will.",0
Ses01M_impro07,15,You should...You should look into that.,4
Ses01M_impro07,16,"That is amazing, congratulations. Good for you.",4
Ses01M_impro07,17,Thank you.,4
Ses01M_impro07,18,But I don't know I want to live in the housing that they give me though 'cause I think I want to you know like get like a nicer place.,4
Ses01M_impro07,19,Oh.,2
Ses01M_impro07,20,"Yeah, that you probably. You should see one of these Victorian houses around by.",4
Ses01M_impro07,21,Where should I move?,4
Ses01M_impro07,22,"That's a really good idea. Or I could go to like Santa Monica. Go beach. Venice beach, yeah a little dirty though. I don't want to go to Venice beach. But - Malibu. All right.",4
Ses01M_impro07,23,Oh. Venice beach.,2
Ses01M_impro07,24,"Oh, you don't like that. You're west-sider?",4
Ses01M_impro07,25,"Okay. That would be way too much of a commute you can't do that. Especially- I know especially from--I don't know, what I was going to say, I don't know.",4
Ses01M_impro07,26,Professional softball player Malibu. [LAUGHTER],0
Ses01M_impro07,27,I don't know. Commuting from what Malibu that would be ridiculous.,4
Ses01M_impro07,28,"Oh yeah, that would be.  Well, depends on what type of car you had, though too. I guess it would be worth it. helicopter. Yeah, helicopter.  There is a helipad there, right? Yeah, exactly.",0
Ses01M_impro07,29,Oh yeah. He'd drop you right off at practice?,4
Ses01M_impro07,30,They have those neon--softballs.  They're like day-glow you can see them anywhere.,4
Ses01M_impro07,31,Oh. That is incredible. Is it--,2
Ses01M_impro07,32,"do they have a--is it a co-ed softball team?  I mean... Really? You know, I didn't even know that they have that.",4
Ses01M_impro07,33,They do it's--believe me it's huge.,0
Ses01M_impro07,34,Who do you play? Like do--are you like... nationally ranked?,4
Ses01M_impro07,35,I just got into it. I just kind of fell into it. Literally I was walking around and...,4
Ses01M_impro07,36,That is unbelievable.,4
Ses01M_impro07,37,It's pretty wild.,0
Ses01M_impro07,38,I would put that right up there with--ping-pong.,4
Ses01M_impro07,39,"Yeah, well I doubt [GARBAGE] ping pong [GARBAGE]",2
Ses01M_impro07,40,I mean not to denigrate what you are doing.  I think that's great.,4
Ses01M_impro07,41,"No, no.  I love softball. I played softball all the time.",4
Ses01M_impro07,42,I am not saying you should be. I'm not no. I think it's great I think you should be incredibly proud yourself especially because you're going to U.S.C for free for doing it. For free.,4
Ses01M_impro07,43,For free that's really what it's about. I mean who cares I mean if I have to play softball all the time?,4
Ses01M_impro07,44,Yeah we have like away games and stuff.,2
Ses01M_impro07,45,But you know I'm like [GARBAGE].,2
Ses01M_impro07,46,You're like the rookie? The new kid.,0
Ses01M_impro07,47,Just watch in five years you'll be like on the force. You carry around donuts in your back pocket... [LAUGHTER],0
Ses01M_impro07,48,I'm going to have a mustache...On the force...,0
Ses01M_impro07,49,Pull over..,0
Ses03F_script01_2,0,Why did you invite her here?,3
Ses03F_script01_2,1,She's been in New York for three-and-a-half years. She don't just suddenly come and-,3
Ses03F_script01_2,2,"Well, maybe, maybe he just wanted to see her.",2
Ses03F_script01_2,3,You don't travel seven hundred miles just to see.,3
Ses03F_script01_2,4,How do you know he's even thinking about it?,2
Ses03F_script01_2,5,It's got that about it.,3
Ses03F_script01_2,6,"Well, so what?",2
Ses03F_script01_2,7,"Listen, kid-",5
Ses03F_script01_2,8,She's not Larry's girl. She knows that.,3
Ses03F_script01_2,9,You can't read her mind.,2
Ses03F_script01_2,10,How do you know why she's waited?,2
Ses03F_script01_2,11,"She's faithful as a rock, don't you know. In my worst moments I can think of her-",1
Ses03F_script01_2,12,"Look, it's a nice day. What are we arguing for?",2
Ses03F_script01_2,13,"Nobody in my house better ever dare-dare to challenge her faith. Maybe strangers, but not his father, not his brother.",3
Ses03F_script01_2,14,Calm yourself.,2
Ses03F_script01_2,15,Calm yourself.,5
Ses03F_script01_2,16,"Don't, don't laugh at me, don't laugh at me.",3
Ses03F_script01_2,17,"Look at it. Because why, when she came here and she slept in his room, the memorial broke into pieces. Look at it, look at it, Joe.",3
Ses03F_script01_2,18,All right. All right. Calm yourself.,3
Ses03F_script01_2,19,Okay. Just calm yourself.,5
Ses03F_script01_2,20,"No, you've got to believe.",1
Ses03F_script01_2,21,"Why me, above all?",3
Ses03F_script01_2,22,Huh?,3
Ses03F_script01_2,23,Why me above all?,3
Ses03F_script01_2,24,You got to keep believing.,1
Ses03F_script01_2,25,"Look at you, you're shaking.",3
Ses03F_script01_2,26,I can't help it.,1
Ses03F_script01_2,27,What have I got to hide?,3
Ses03F_script01_2,28,"Huh? What the hell's the matter with you, Kate?",3
Ses02F_script03_1,0,I wonder.,2
Ses02F_script03_1,1,I don't care then.,2
Ses02F_script03_1,2,Hello?  Hello?  What?  Wrong number.,2
Ses02F_script03_1,3,"Ah, it send shivers up my spine.",4
Ses02F_script03_1,4,Behave exquisitely.,0
Ses02F_script03_1,5,With the most perfect poise?,2
Ses02F_script03_1,6,"Oh, of course.  I shall probably do a court curtsy.",0
Ses02F_script03_1,7,Things that ought to matter dreadfully don't matter at all when one's happy.  Do they?,2
Ses02F_script03_1,8,What's so horrible is that one can't stay happy.,0
Ses02F_script03_1,9,"Oh, darling, don't say that.",2
Ses02F_script03_1,10,It's true.  The whole business is a very poor joke.,0
Ses02F_script03_1,11,"Meaning that sacred and beautiful thing, love?",2
Ses02F_script03_1,12,"Yes, meaning just that.",0
Ses02F_script03_1,13,"You mustn't be serious, my dear one.  That's just what they want.",2
Ses02F_script03_1,14,Who's they?,2
Ses02F_script03_1,15,All those futile moralists that try to make life unbearable.  Laugh at them.  Be flippant.  Laugh at everything.  All their sacred shibboleths.,2
Ses02F_script03_1,16,Flippancy brings out the acid in their damn sweetness and light.,2
Ses02F_script03_1,17,"If I laugh at everything, then I must laugh at us too.",2
Ses02F_script03_1,18,"Certainly, you must.  We're figures of fun, alright.",2
Ses02F_script03_1,19,"Well how long will it last us, this ludicrous overbearing love of ours.",2
Ses02F_script03_1,20,Who knows.,2
Ses02F_script03_1,21,"Well, shall we always want to bicker and fight?",2
Ses02F_script03_1,22,"No, that desire will fade.  Along with our passion.",2
Ses02F_script03_1,23,"Oh, dear, shall we like that?",2
Ses02F_script03_1,24,Depends on how well we've played.,2
Ses02F_script03_1,25,"Well, what happens if one of us dies?  I mean, does the one that's left still laugh?",2
Ses02F_script03_1,26,Yes.  Yes. With all his might.,4
Ses02F_script03_1,27,"No. No, it isn't.  Death is very laughable.  Such a cunning little mystery.  All done with mirrors.",4
Ses02F_script03_1,28,"Darling, I believe you're talking nonsense.",0
Ses02F_script03_1,29,So is everyone else in the long run.,2
Ses02F_script03_1,30,"Let's be superficial and pity the poor philosophers.  Let's blow our trumpets and squeakers and enjoy the party as much as we can.  Like quite idiotic, very small school children.  Let's savor the delight of the moment.",4
Ses02F_script03_1,31,"Come and kiss me, darling, before your body rots and worms pop in and out of your eye sockets.",4
Ses02F_script03_1,32,"Elliott, worms don't pop.",0
Ses02F_script03_1,33,"I don't care what you do.  See, you could paint yourself green and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word.  As long as you love me best.",2
Ses02F_script03_1,34,"Oh, thank you, dear.  The same applies to you except that if I catch so much as looking at another woman, I'll kill you.",0
Ses02F_script03_1,35,You remember that awful scene we had in Venice?,2
Ses02F_script03_1,36,Which particular one?,0
Ses02F_script03_1,37,The one when you bought that little painted wooden snake in the Piazza and put it on my bed.,2
Ses02F_script03_1,38,Charles.  That was his name.  Charles.  He did wriggle so beautifully.,0
Ses02F_script03_1,39,"Yes, I know you did.  You threw it out of the window into the Grand Canal.  I don't think I'll ever forgive you for that.",0
Ses02F_script03_1,40,How long did that row last?,2
Ses02F_script03_1,41,It went in intermittently for days.,0
Ses02F_script03_1,42,The worst one was in Cannes when your curling iron burnt a hole in my new dressing gown.,2
Ses02F_script03_1,43,It burned my comb too and all the towels in the bathroom.,0
Ses02F_script03_1,44,That was the first time you ever hit me.,2
Ses02F_script03_1,45,I didn't hit you very hard.,2
Ses02F_script03_1,46,"The manager came in and found us rolling around on the floor, biting and scratching like panthers.",0
Ses02F_script03_1,47,"Oh, I'll never forget his face.",4
Ses02F_script03_1,48,It was ridiculous.  Completely ridiculous.,4
Ses02F_script03_1,49,We were very much younger then.,2
Ses02F_script03_1,50,"As a matter of fact, the real cause of that row was Peter Burden.",2
Ses04M_impro05,0,"Yeah, hi.  Look--Um, okay.  Here's the thing.",5
Ses04M_impro05,1,"Hi, how can I help you?",2
Ses04M_impro05,2,Mmhmm.,2
Ses04M_impro05,3,lost my luggage. Your airline--,5
Ses04M_impro05,4,I'm sorry.,2
Ses04M_impro05,5,Right.,2
Ses04M_impro05,6,"lost my luggage. I didn't lose it. No, it's not like I left it somewhere and somebody took it.",5
Ses04M_impro05,7,"It was lost.  I waited on the conveyor -- near the conveyor belt to see, you know, where -- then the baggage claim and see if it would- it would come out.",5
Ses04M_impro05,8,"Didn't come out.  I spoke to somebody, a local authority figure.",5
Ses04M_impro05,9,"And he told me to come to this desk here so I can, uh, at least get, uh, the hundred- hundred and fifty dollars that- that I'm owed for my loss.",5
Ses04M_impro05,10,'Cause that's roughly how much the bag plus all its contents was worth.,5
Ses04M_impro05,11,"Uh. Okay.  I -- first of all, I'm very sorry you lost your bag.",2
Ses04M_impro05,12,"Um, but, actually, our policy is a fifty dollar",2
Ses04M_impro05,13,fifty dollars?,3
Ses04M_impro05,14,refund--coverage of the bag that was lost. yes,2
Ses04M_impro05,15,"fifty dollars. No way, no.",3
Ses04M_impro05,16,"That's our policy, sir.",2
Ses04M_impro05,17,"I don't but the thing is, I don't care about your policy.",3
Ses04M_impro05,18,You understand?,3
Ses04M_impro05,19,"What I want you to do is I want you to write three of those, as if I were three people.  Okay.  You can write -- you can just put my name on all --",5
Ses04M_impro05,20,I can't do that.,2
Ses04M_impro05,21,But what I'm telling you is that's what you're going to do.,5
Ses04M_impro05,22,"No, no, because, look, I don't care what your policy says.  I mean--",3
Ses04M_impro05,23,I'm very sorry.  I understand you're frustrated. You just got off of a flight.,5
Ses04M_impro05,24,You understand that the contents of my bag- The contents of my bag cost a hundred and fifty dollars.,3
Ses04M_impro05,25,You--,3
Ses04M_impro05,26,We'll cover fifty.,2
Ses04M_impro05,27,No.  No.  No.  What I need you to do -- I need you to write checks for -- I need you to write three of them. That'll be satisfactory.,3
Ses04M_impro05,28,We only cover fifty do-,5
Ses04M_impro05,29,"Just -- you can fill out the form--We can fill out - no, no, no, we can fill out the form three times.",3
Ses04M_impro05,30,We only cover fifty dollars worth of lost items.,5
Ses04M_impro05,31,And then that'll be that. It's going to be fine. Just-,5
Ses04M_impro05,32,I'm very sorry.,5
Ses04M_impro05,33,I'm very sorry.  I understand you're upset.  You just got off a long flight.,2
Ses04M_impro05,34,"You don't understand. You don't understand, actually.  You don't understand because it was my luggage that was lost.  Okay.",5
Ses04M_impro05,35,We really -- we want to work with you. We really -- we want to help.,5
Ses04M_impro05,36,I understand that.  I would know if it was mine. Um-,2
Ses04M_impro05,37,"Yeah.  If it was yours, but it's not. It's mine.  Okay. So just--",3
Ses04M_impro05,38,But it's not.  It's yours.  I understand.,2
Ses04M_impro05,39,I know.  We want to work with you.  We will give you the fifty dollars but I'm--,5
Ses04M_impro05,40,"Yeah, we don't do that.  I can go ahead and send you--",5
Ses04M_impro05,41,You- you- you- you're misunderstanding me.  You're going to do that.,5
Ses04M_impro05,42,"We will definitely keep an eye out for your bag. We will try to find it.  We will, you know, fill out the form for missing items.",5
Ses04M_impro05,43,"Look, can I just -- can I speak to your manager, please?  'Cause I- I really -- I don't, um -- I mean, I just don't want to deal with -- I know that -- I mean, I know this isn't your fault,",5
Ses04M_impro05,44,No one can make the three check thing happen 'cause we don't do that.,5
Ses04M_impro05,45,I can write you the one check.,5
Ses04M_impro05,46,but I need to speak to somebody who can make the three check thing happen.,3
Ses04M_impro05,47,All- all that my supervisor could do is the exact same thing that I'm offering to do.,5
Ses04M_impro05,48,"But what I'm talk -- but I'm just,just- please let me--",5
Ses04M_impro05,49,But if I could just speak directly -- if I could just speak directly to your-- to your superior person,5
Ses04M_impro05,50,"I'd be happy to give you a cup of coffee, too.",5
Ses04M_impro05,51,We'll just throw that in--gratuitously.,5
Ses04M_impro05,52,then that would be helpful to me because I just feel like if- you don't think you have the power to write three checks but you actually do. see?,5
Ses04M_impro05,53,"No, I don't. See, I could lose my job if I did that.",5
Ses04M_impro05,54,But your job is not my concern. My concern is getting my luggage.,5
Ses04M_impro05,55,And your bag is not my concern.,5
Ses04M_impro05,56,The fifty dollars I'm going to give you for your bag is really all I'm concerned with.,5
Ses04M_impro05,57,"Look, I don't -- look, can we just not argue about this.  Like--",5
Ses04M_impro05,58,I'm more than happy to not argue about it.  I will give you your fifty dollar certificate.,5
Ses04M_impro05,59,You can go ahead and go fill out the form. We'll look for your bag.,5
Ses04M_impro05,60,So what if- what if we- what if we do three forms,5
Ses04M_impro05,61,with different names on them? That-,5
Ses04M_impro05,62,Then that would be lying.,5
Ses04M_impro05,63,"but, no. See, 'cause",5
Ses04M_impro05,64,if we have three forms then I can get the hundred and fifty.,5
Ses04M_impro05,65,I'm sorry.  We can only issue one fifty dollar certificate to cover the lost bag for one person.,5
Ses04M_impro05,66,"Just please, will you please just work with me here? Just -- all I'm asking you to do is just work with me. I know -- I know that you get lots of people all day long who give you shit, give you crap, but",5
Ses04M_impro05,67,"I understand you're frustrated, but--",2
Ses04M_impro05,68,"um, you know, I -- this is my bag and I need the hundred and fifty dollars. Please.",5
Ses04M_impro05,69,I know. I understand it's personal-- It's personal to you. I get that.,2
Ses04M_impro05,70,Please.,3
Ses04M_impro05,71,"But if you want to just sit down, you know, maybe have a cup of tea, calm down a little bit, we'll go ahead and we'll do what we can for you. you okey",5
Ses04M_impro05,72,"I'm already calm. Okay, I'm calm. I'm calm.",3
Ses04M_impro05,73,"Just all I need you to do is just fill out three forms and I'll leave you alone forever, forever.  I'll never -- we'll never see each other again.",5
Ses04M_impro05,74,"And I'm looking forward to that.  However, I can't do that. I would lose my job.",5
Ses04M_impro05,75,But that's not going to-- But you don't understand. You're looking forward to never seeing me again.,5
Ses04M_impro05,76,"Oh, yes.",5
Ses04M_impro05,77,But never seeing me again is not going to happen until you give me the three checks.,5
Ses04M_impro05,78,"I'm sorry, really.  But--",5
Ses04M_impro05,79,I don't -- I'm not- I'm not convinced.,5
Ses04M_impro05,80,That I'm sorry?,5
Ses04M_impro05,81,"Yeah.  If you were really sorry, you'd give me the three checks.",3
Ses04M_impro05,82,"So why don't we just do that and stop this nonsense, hmm?  Hmm?",3
Ses02F_impro06,0,"Hey, a what's up?",2
Ses02F_impro06,1,"Um, Johnny died yesterday.",1
Ses02F_impro06,2,"Wow, that's horrible.",2
Ses02F_impro06,3,I'm sorry to hear about that.,2
