Sr No.,Utterance,miss,actual,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
1394,"Although, I should probably tell you, shes a porn star.",True,neutral,Eric,neutral,neutral,141,4,6,1,"00:20:18,300","00:20:30,394"
1397,"As bad as that went, I actually enjoyed myself. I think that Im going to apologize for all of the stupid things I do.",False,,Chandler,neutral,neutral,143,0,7,6,"00:16:17,226","00:16:24,524"
1398,Why dont you just stop doing stupid things? Then you wouldnt have to apologize.,False,,Monica,neutral,neutral,143,1,7,6,"00:16:24,692","00:16:31,656"
1399,I would really love it if I could do both.,False,,Chandler,neutral,neutral,143,2,7,6,"00:16:27,486","00:16:31,656"
1400,"All right, II have to ask.",False,,Monica,sadness,negative,143,3,7,6,"00:16:34,576","00:16:37,662"
1401,What?,True,surprise,Chandler,neutral,neutral,143,4,7,6,"00:16:37,955","00:16:39,497"
1402,Are you gonna break up with me if I get fat again?,False,,Monica,fear,negative,143,5,7,6,"00:16:40,290","00:16:42,709"
1403,What?!,False,,Chandler,surprise,negative,143,6,7,6,"00:16:42,876","00:16:44,085"
1404,"Well, you broke up with Julie Grath! How much weight could she have gained?",False,,Monica,anger,negative,143,7,7,6,"00:16:44,243","00:16:47,588"
1405,A hundred and forty-five pounds.,False,,Chandler,disgust,negative,143,8,7,6,"00:16:47,756","00:16:50,133"
1406,"Yes, yes it is. Its uh  Every time on the lips! Why?! Why on lips?!",False,,Ross,anger,negative,144,0,7,11,"00:17:14,742","00:17:18,995"
1407,"Heres Frannie. Hmm, wont she be happy to see me?",True,joy,Monica,joy,positive,144,1,7,11,"00:17:22,374","00:17:24,949"
1408,"Now wait a minute, you be nice! All right? I didnt bring you here so you can ambush her.",False,,Ross,anger,negative,144,2,7,11,"00:17:25,127","00:17:29,547"
1409,Frannie was the one who found your,False,,Monica,neutral,neutral,144,3,7,11,"00:17:29,715","00:17:32,925"
1410,That bitch!,False,,Ross,anger,negative,144,4,7,11,"00:17:33,093","00:17:34,302"
1411,Monica! What,False,,Frannie,surprise,negative,144,5,7,11,"00:17:39,850","00:17:42,101"
1412,Am I doing here? Why? Surprised to see me? Ross brought me. How do you like that?!,True,anger,Monica,anger,negative,144,6,7,11,"00:17:42,269","00:17:47,482"
1413,"Hi Frannie, congratulations.",True,neutral,Ross,neutral,neutral,144,7,7,11,"00:17:47,649","00:17:49,984"
1414,"You invite my brother, you invite my whole family, and not me?!",False,,Monica,anger,negative,144,8,7,11,"0:17:51,862","0:17:54,699"
1415,Why?!,False,,Monica,surprise,negative,144,9,7,11,"0:17:54,699","0:17:55,227"
1416,WhatWhy wouldnt you want me at your wedding?,False,,Monica,anger,negative,144,10,7,11,"00:17:55,324","00:17:57,075"
1417,What could I have possibly done?!,True,anger,Monica,anger,negative,144,11,7,11,"00:17:57,242","00:17:58,743"
1418,Stuart!,False,,Monica,anger,negative,144,12,7,11,"00:18:00,662","00:18:02,246"
1419,I believe you know my husband.,False,,Frannie,neutral,neutral,144,13,7,11,"00:18:03,165","00:18:05,166"
1420,So its really a question of,False,,Ross,neutral,neutral,144,14,7,11,"00:18:06,585","00:18:10,755"
1421,Hey ladies! What are you in here for?,True,neutral,Chandler,neutral,neutral,145,0,5,21,"00:05:54,145","00:05:55,812"
1422,"Hey Chandler, what are you doing here?",True,surprise,Gary,surprise,positive,145,1,5,21,"00:06:00,818","00:06:02,402"
1423,"Gary, I'm here to report a crime.",False,,Chandler,neutral,neutral,145,2,5,21,"0:06:02,570","0:06:04,197"
1424,Yeah?,True,surprise,Gary,surprise,positive,145,3,5,21,"0:06:04,197","0:06:04,667"
1425,It is a crime that you and I don't spend more time together.,True,neutral,Chandler,neutral,neutral,145,4,5,21,"00:06:04,781","00:06:06,948"
1426,What's up?,False,,Gary,neutral,neutral,145,5,5,21,"00:06:07,116","00:06:08,492"
1427,"Well, I heard that you thinking about asking Phoebe to move in with you and I thought maybe, we should have a talk.",False,,Chandler,neutral,neutral,145,6,5,21,"0:06:10,036","0:06:14,750"
1428,"Man to uh, me.",False,,Chandler,neutral,neutral,145,7,5,21,"0:06:14,750","0:06:17,452"
1429,Sure. Okay.,False,,Gary,neutral,neutral,145,8,5,21,"00:06:18,211","00:06:19,836"
1430,"Uh, are you crazy? Are you insane? If you live with Phoebe, you two are gonna be y'know, live-living together!",False,,Chandler,surprise,positive,145,9,5,21,"00:06:20,421","00:06:28,136"
1431,"Yeah, I-I considered that. I just know it would make me happy.",False,,Gary,neutral,neutral,145,10,5,21,"00:06:28,554","00:06:30,806"
1432,You mean scared.,False,,Chandler,neutral,neutral,145,11,5,21,"0:06:30,973","0:06:32,155"
1433,"No, I mean happy.",False,,Gary,neutral,neutral,145,12,5,21,"0:06:32,155","0:06:33,363"
1434,"Hey! Oh listen, I was just clearing some space for your stuff.",False,,Ross,joy,positive,146,0,6,3,"00:12:00,928","00:12:03,304"
1435,"Oh thanks, but listen, I was just at Monicas and she and Chandler had a big fight and theyre not moving in.",False,,Rachel,sadness,negative,146,1,6,3,"00:12:03,472","00:12:09,686"
1436,"What do you mean, theyre not moving in? They-theyre still moving in right?",True,joy,Ross,surprise,negative,146,2,6,3,"00:12:09,854","00:12:14,315"
1437,"No-no, they just had a big blowout over what to do with my room.",False,,Rachel,neutral,neutral,146,3,6,3,"00:12:15,025","00:12:18,653"
1438,What?! Over a stupid room!,False,,Ross,surprise,negative,146,4,6,3,"00:12:18,821","00:12:21,489"
1439,"Yeah, I feel kinda bad for them, but Im also really psyched cause I dont have to move in here!",True,neutral,Rachel,joy,positive,146,5,6,3,"00:12:21,657","00:12:26,119"
1440,"Oh no, yeah no, that parts great!",True,surprise,Ross,joy,positive,146,6,6,3,"00:12:26,287","00:12:28,913"
1442,Shut-out!!,False,,Chandler,surprise,negative,147,0,1,12,"00:22:01,820","00:22:03,112"
1443,"Where are you guys going? Come on, one more game!",False,,Monica,surprise,negative,147,1,1,12,"00:22:06,491","00:22:09,118"
1444,"Uh, it's 2:30 in the morning!",False,,Joey,sadness,negative,147,2,1,12,"0:22:09,286","0:22:12,540"
1445,"Yeah, get out!",False,,Chandler,anger,negative,147,3,1,12,"0:22:12,540","0:22:12,681"
1446,You guys are always hanging out in my apartment!,False,,Monica,anger,negative,147,4,1,12,"00:22:12,998","00:22:16,000"
1447,"Come on, I'll only use my left hand, huh?",False,,Monica,anger,negative,147,5,1,12,"0:22:16,168","0:22:18,140"
1448,"Come on, wussies!",False,,Monica,anger,negative,147,6,1,12,"0:22:18,140","0:22:18,772"
1449,"All right, ok, I gotta go.",False,,Monica,neutral,neutral,147,7,1,12,"00:22:24,760","00:22:27,386"
1450,"I'm going,  and I'm gone.",False,,Monica,neutral,neutral,147,8,1,12,"00:22:27,554","00:22:30,931"
1451,One more game?,False,,Chandler,neutral,neutral,147,9,1,12,"0:22:33,352","0:22:33,895"
1452,Oh yeah!,True,surprise,Joey,joy,positive,147,10,1,12,"0:22:33,895","0:22:35,241"
1453,Im sorry.,True,surprise,Janice,sadness,negative,148,0,3,3,"00:19:31,545","00:19:32,879"
1454,Ohhh. Dont go.,True,sadness,Chandler,sadness,negative,149,0,3,5,"00:19:37,467","00:19:39,594"
1455,"No, I-I-I gotta go.",False,,Janice,sadness,negative,149,1,3,5,"00:19:40,262","00:19:41,929"
1456,No. No! No! No!,False,,Chandler,sadness,negative,149,2,3,5,"00:19:42,764","00:19:46,309"
1457,"Honey, honey, people are looking.",True,anger,Janice,sadness,negative,150,0,3,8,"00:19:48,687","00:19:51,063"
1458,I dont care!  I dont care!!,False,,Chandler,anger,negative,150,1,3,8,"00:19:48,687","00:19:53,608"
1459,"Yeah, um, Im, Im leaving now.",False,,Janice,sadness,negative,150,2,3,8,"00:19:54,151","00:19:58,696"
1460,You cant leave! I have your shoe!,True,neutral,Chandler,sadness,negative,150,3,3,8,"00:20:01,158","00:20:03,743"
1461,Good-bye Chandler Bing.,False,,Janice,sadness,negative,150,4,3,8,"00:20:07,497","00:20:09,832"
1462,Rachel has those in burgendy.,False,,Gunther,neutral,neutral,150,5,3,8,"00:20:21,303","00:20:23,095"
1467,"Because I can, and my Mom couldnt, and I thought y'know, I figured that was something I got from our Dad.",False,,Phoebe,neutral,neutral,152,0,3,5,"00:07:15,393","00:07:22,065"
1468,"What, wait, you mean like this?",True,neutral,Frank,neutral,neutral,152,1,3,5,"00:07:22,233","00:07:25,610"
1469,"Yeah, yeah. You can do it to.",True,surprise,Phoebe,surprise,positive,152,2,3,5,"00:07:25,778","00:07:27,070"
1470,Your not doing it.,False,,Frank,neutral,neutral,152,3,3,5,"00:07:29,240","00:07:30,532"
1471,"Oh right, yeah okay, my Mom could, and I cant. We dont have that....",False,,Phoebe,neutral,neutral,152,4,3,5,"00:07:30,700","00:07:37,998"
1484,Hey!  Hey!,False,,Mona,joy,positive,154,0,8,11,"00:01:55,865","00:01:57,324"
1485,Hi!,False,,Ross,joy,positive,154,1,8,11,"00:01:57,492","00:01:58,909"
1486,Hi! Look! I got our pictures developed from Rockefeller Center.,False,,Mona,joy,positive,154,2,8,11,"00:01:57,492","00:02:00,953"
1487,"Oh great! Hey-hey Joey, do you want to check out pictures of me and Mona ice skating?",False,,Ross,joy,positive,154,3,8,11,"00:02:01,121","00:02:04,706"
1488,"Oh uh, ordinarily I would love too, but I am just swamped right now.",False,,Joey,neutral,neutral,154,4,8,11,"00:02:04,874","00:02:11,130"
1489,Hey where-where are the pictures that creepy pretzel vendor took of us together?,False,,Ross,neutral,neutral,154,5,8,11,"00:02:15,593","00:02:19,338"
1490,"Oh yeah, probably at the end.  Oh my God! He only took pictures of my breasts!",False,,Mona,surprise,negative,154,6,8,11,"00:02:19,556","00:02:26,311"
1491,Im missin picture time?!,False,,Joey,joy,positive,154,7,8,11,"00:02:26,479","00:02:28,230"
1492,Yknow she has a face Ross!,True,fear,Phoebe,anger,negative,154,8,8,11,"00:02:33,528","00:02:36,029"
1493,"Okay. Okay, heres a good one of us.",False,,Mona,joy,positive,154,9,8,11,"0:02:37,407","0:02:39,039"
1494,Wow!,False,,Ross,joy,positive,154,10,8,11,"0:02:39,039","0:02:40,641"
1495,That is a good one!,False,,Ross,joy,positive,154,11,8,11,"0:02:40,641","0:02:41,920"
1496,"Wow, it looks like a, like a holiday card yknow, with the tree in the middle and the skaters and the snow.",False,,Ross,joy,positive,154,12,8,11,"00:02:41,995","00:02:48,292"
1497,"Yknow, every year I say Im gonna send out holiday cards and I never do it.",False,,Mona,neutral,neutral,154,13,8,11,"00:02:48,459","00:02:51,086"
1498,"Do you wanna, do you wanna send this one out together?",True,joy,Mona,neutral,neutral,154,14,8,11,"00:02:51,254","00:02:53,714"
1499,Together? Like-like to people?,True,fear,Ross,surprise,negative,154,15,8,11,"00:02:58,303","00:03:01,638"
1500,"Yeah, yknow. Happy holidays from Mona and Ross. Itll be cute, okay?",False,,Mona,joy,positive,154,16,8,11,"00:03:01,806","00:03:05,559"
1501,Okay.,False,,Ross,joy,positive,154,17,8,11,"00:03:05,727","00:03:08,353"
1502,"Oh, I gotta get to work. So call me later?",False,,Mona,neutral,neutral,154,18,8,11,"0:03:08,521","0:03:10,833"
1503,"Uh sure, sure.",False,,Ross,neutral,neutral,154,19,8,11,"0:03:10,833","0:03:11,359"
1504,Bye guys.,False,,Mona,neutral,neutral,154,20,8,11,"00:03:11,482","00:03:12,858"
1514,"Bing! Were all set for tonight, 8 oclock.",False,,Doug,joy,positive,156,0,8,11,"00:10:35,092","00:10:38,053"
1515,"Oh uh, as it turns out, we cant do it. Monica has to work.",False,,Chandler,joy,positive,156,1,8,11,"00:10:38,220","00:10:41,264"
1516,"Oh, my ex-wife didnt work, unless you call turning into her mother work. Fine. Tomorrow night then.",True,joy,Doug,neutral,neutral,156,2,8,11,"00:10:41,432","00:10:51,524"
1517,Oh uh well tomorrows no good for her either.,False,,Chandler,neutral,neutral,156,3,8,11,"00:10:51,692","00:10:54,235"
1518,Oh? Why not?,True,joy,Doug,neutral,neutral,156,4,8,11,"00:10:54,403","00:10:55,445"
1519,Its the semi-finalsof herbotchy ball tournament.,True,joy,Chandler,neutral,neutral,156,5,8,11,"00:10:56,656","00:11:03,244"
1520,"Whats going on Bing? Does uh, your wife have a problem with me or something?",False,,Doug,anger,negative,156,6,8,11,"00:11:03,788","00:11:10,335"
1521,Well now-now youre just talking crazy.,True,joy,Chandler,joy,positive,156,7,8,11,"00:11:10,503","00:11:13,213"
1522,So why cant the three of us go out together?,False,,Doug,neutral,neutral,156,8,8,11,"00:11:13,381","00:11:16,424"
1523,Because uhwe-wewe split up. Monica and I split up. Hold me.,False,,Chandler,sadness,negative,156,9,8,11,"00:11:16,592","00:11:24,224"
1524,"Good God Bing Iwell I cant say Im altogether surprised, I saw the way she looked at you, and there was no love there.",False,,Doug,sadness,negative,156,10,8,11,"00:11:25,768","00:11:34,609"
1525,"And the way she looked at me, pure lust.",False,,Doug,joy,positive,156,11,8,11,"00:11:36,529","00:11:40,281"
1526,Yknow what would really help me through this tough time is choking something. Can I choke ya?,True,joy,Chandler,anger,negative,156,12,8,11,"00:11:40,825","00:11:45,370"
1527,"Bing my boy, were gonna get you over this.",False,,Doug,neutral,neutral,156,13,8,11,"00:11:46,288","00:11:49,541"
1528,"Now heres the plan, grab your coat, were going to a strip club.",False,,Doug,joy,positive,156,14,8,11,"00:11:49,709","00:11:53,253"
1529,"Oh no-no-no, Monica would freak.  But to hell with that bitch.",False,,Chandler,anger,negative,156,15,8,11,"00:11:53,421","00:11:58,925"
1530,"Look at you, all sweet and innocent, sleeping like an angel...    with Emma's chubby little hands wrapped around ya.",True,anger,Joey,neutral,neutral,157,0,9,17,"00:05:51,214","00:05:59,263"
1531,"It's    okay, Emma, you stay asleep.",False,,Joey,neutral,neutral,157,1,9,17,"00:06:01,307","00:06:04,769"
1532,": Step away from the crib,    I have a weapon!",False,,Rachel,anger,negative,157,2,9,17,"00:06:06,437","00:06:09,315"
1533,"It's okay, it's okay Rach, it's me. Put down the scrunchy.",False,,Joey,neutral,neutral,157,3,9,17,"00:06:09,482","00:06:13,236"
1534,What are you doing?,False,,Rachel,neutral,neutral,157,4,9,17,"00:06:14,028","00:06:16,864"
1535,"Well, I heard Emma stirring, so I came to make sure she could    reach Hugsy.",True,sadness,Joey,neutral,neutral,157,5,9,17,"00:06:14,028","00:06:20,076"
1536,"Oh, oh thanks. Alright well, now that I'm up I'm going to go    to the bathroom.",False,,Rachel,neutral,neutral,157,6,9,17,"00:06:20,243","00:06:25,289"
1537,There you go sweetie...     This isn't over.,False,,Joey,neutral,neutral,157,7,9,17,"00:06:25,456","00:06:31,504"
1538,Did he call?,True,sadness,Joanna,neutral,neutral,158,0,3,20,"0:15:26,675","0:15:27,357"
1539,No. Sorry.,False,,Rachel,sadness,negative,158,1,3,20,"0:15:27,357","0:15:29,065"
1540,Why?! Why?! He said hed call. Why hasnt he called?,False,,Joanna,sadness,negative,158,2,3,20,"00:15:29,178","00:15:32,388"
1541,"Maybe hes intimated by really smart, strong, successful women.",False,,Sophie,neutral,neutral,158,3,3,20,"00:15:32,556","00:15:36,643"
1542,"Sophie, would you please climb out of my butt. Why hasnt he called, Rachel? Why?",False,,Joanna,anger,negative,158,4,3,20,"00:15:37,102","00:15:44,525"
1543,"Okay, okay. Umm, well ah, maybe he, maybe he feels awkward because you are my boss.",False,,Rachel,neutral,neutral,158,5,3,20,"00:15:41,690","00:15:49,656"
1544,Awkward? Why should he feel awkward?,False,,Joanna,surprise,negative,158,6,3,20,"00:15:49,823","00:15:52,492"
1549,And youre upset because you didnt make your best friend cry?,True,sadness,Chandler,sadness,negative,160,0,6,2,"00:14:24,488","00:14:27,949"
1550,"I mean, all Im asking for is just a little emotion!",False,,Monica,anger,negative,160,1,6,2,"00:14:28,701","00:14:31,035"
1551,Is that too much to ask after six years?!,False,,Monica,anger,negative,160,2,6,2,"00:14:31,287","00:14:33,413"
1552,I mean what?,True,anger,Monica,anger,negative,160,3,6,2,"0:14:33,664","0:14:35,875"
1553,Are-are-are Rachel and I not as close as you guys?!,False,,Monica,anger,negative,160,4,6,2,"0:14:35,875","0:14:36,469"
1554,I mean do we not have as much fun?!,False,,Monica,anger,negative,160,5,6,2,"0:14:36,625","0:14:38,002"
1555,Dont I deserve a few tears?!!,True,sadness,Monica,sadness,negative,160,6,6,2,"0:14:38,002","0:14:40,822"
1556,"I mean we-we told Joey, he cried his eyes out!",False,,Monica,sadness,negative,160,7,6,2,"00:14:42,172","00:14:44,173"
1557,Hey!,True,anger,Joey,anger,negative,160,8,6,2,"0:14:44,341","0:14:44,925"
1558,I did not cry my eyes out!!,False,,Joey,anger,negative,160,9,6,2,"0:14:44,925","0:14:48,227"
1559,Come on!,True,sadness,Joey,sadness,negative,160,10,6,2,"0:14:48,721","0:14:50,765"
1560,Its like the end of an era!,False,,Joey,sadness,negative,160,11,6,2,"0:14:50,765","0:14:50,910"
1561,No more J-man and Channies!,True,sadness,Joey,sadness,negative,160,12,6,2,"00:14:51,098","00:14:52,974"
1563,"Okay, I gotta ask, who calls us that?!",False,,Chandler,anger,negative,160,13,6,2,"00:14:54,977","00:14:57,312"
1564,Do I know why were rushing?,False,,Chloe,neutral,neutral,161,0,3,16,"0:03:58,905","0:04:00,073"
1565,"Yeah, y'know the ah, the girlfriend I told you about last night?",False,,Ross,neutral,neutral,161,1,3,16,"0:04:00,073","0:04:02,795"
1566,"Well it turns out she ah, she wants to get back together with me.",False,,Ross,neutral,neutral,161,2,3,16,"00:04:02,909","00:04:05,994"
1567,"Oh, I found it!",False,,Ross,joy,positive,161,3,3,16,"00:04:06,162","00:04:07,204"
1569,Thats so great for you guys!,False,,Chloe,joy,positive,161,4,3,16,"00:04:07,372","00:04:09,456"
1571,"Good luck, with your girlfriend.",True,neutral,Chloe,neutral,neutral,161,5,3,16,"0:04:16,506","0:04:18,091"
1572,"Oh, thank you.  Hey, hey.  Rachel!!!!",False,,Ross,joy,positive,161,6,3,16,"0:04:18,091","0:04:25,406"
1573,"Hi. Ohhh, you got my message.",False,,Rachel,neutral,neutral,161,7,3,16,"0:04:28,476","0:04:30,687"
1574,"Yeah, oh hey, you are right on time.",True,neutral,Ross,neutral,neutral,161,8,3,16,"0:04:30,687","0:04:31,589"
1575,So what do you say? Can I be your girlfriend again?,False,,Rachel,neutral,neutral,161,9,3,16,"00:04:31,688","00:04:34,189"
1576,"Yes, you can, very much.",False,,Ross,joy,positive,161,10,3,16,"00:04:34,357","00:04:35,941"
1577,Ahhhh!!,False,,Ross,surprise,positive,161,11,3,16,"00:04:36,859","00:04:38,360"
1578,"Ooh! I'm sorry! I think, I THINK, that may have missed the table!",True,neutral,Monica,joy,positive,162,0,9,23,"00:40:16,664","00:40:20,959"
1579,Do,True,joy,Mike,neutral,neutral,162,1,9,23,"0:40:21,127","0:40:21,753"
1580,"Ah,",False,,Monica,neutral,neutral,162,2,9,23,"0:40:21,753","0:40:22,903"
1581,Do,False,,Mike,neutral,neutral,162,3,9,23,"0:40:23,003","0:40:23,345"
1582,"Ah,",False,,Monica,neutral,neutral,162,4,9,23,"0:40:23,345","0:40:24,177"
1583,DO YOU?,False,,Mike,anger,negative,162,5,9,23,"00:40:24,296","00:40:26,172"
1584,Yknow I dont understand why they didnt cry. It was a beautiful speech.,False,,Ross,sadness,negative,163,0,8,18,"00:21:14,261","00:21:18,014"
1585,"Oh, come on.",False,,Monica,disgust,negative,163,1,8,18,"0:21:18,223","0:21:19,105"
1586,Hey!,True,joy,Ross,sadness,negative,163,2,8,18,"0:21:19,105","0:21:21,360"
1587,"All that stuff you said about true love, you were right, I mean, we did learn a lot from Mom and Dad!",False,,Ross,joy,positive,163,3,8,18,"00:21:21,601","00:21:26,106"
1588,And that picture of Chi-Chi with her mischievous grin.,False,,Ross,neutral,neutral,163,4,8,18,"00:21:26,314","00:21:30,026"
1589,And what you said about Nana.,False,,Ross,neutral,neutral,163,5,8,18,"00:21:30,277","00:21:31,862"
1590,"Ohh, yeah she really wouldve wanted to be there.",False,,Ross,sadness,negative,163,6,8,18,"00:21:32,028","00:21:36,700"
1591,And you know what?,True,anger,Ross,neutral,neutral,163,7,8,18,"00:21:37,159","00:21:39,619"
1592,I think she was.,False,,Ross,neutral,neutral,163,8,8,18,"00:21:40,704","00:21:42,831"
1593,"Oh good God, Ross! How the hell do you do it?",False,,Monica,surprise,negative,163,9,8,18,"00:21:44,291","00:21:47,961"
1603,I cant find garbage bags!,False,,Monica,anger,negative,165,0,4,12,"00:21:18,443","00:21:20,528"
1604,"Oh, I think I saw some in here.",True,disgust,Rachel,neutral,neutral,165,1,4,12,"00:21:20,696","00:21:22,863"
1605,What is it?!,True,sadness,Monica,surprise,negative,165,2,4,12,"00:21:27,911","00:21:29,370"
1606,"I dont know! But maybe if we keep that drawer shut, itll die.",False,,Rachel,disgust,negative,165,3,4,12,"00:21:29,913","00:21:34,375"
1607,I cant believe were living here!,True,neutral,Monica,sadness,negative,165,4,4,12,"00:21:35,335","00:21:38,254"
1625,"Okay, umm, it's this tragic love story between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England.",False,,Phoebe,sadness,negative,167,0,5,9,"00:06:28,054","00:06:34,893"
1626,Which,False,,Phoebe,neutral,neutral,167,1,5,9,"00:06:35,134","00:06:36,134"
1627,"How would you characterize the theme of this book, uh let's see here , Rachel Green?",True,neutral,The Teacher,neutral,neutral,167,2,5,9,"00:06:42,777","00:06:45,320"
1628,"Umm, well I would have to say that it's a, it's tragic love story.",True,neutral,Rachel,neutral,neutral,167,3,5,9,"00:06:51,744","00:06:57,290"
1629,"Well, that's sort of a given, but yes. Anyone else?",False,,The Teacher,neutral,neutral,167,4,5,9,"00:06:57,917","00:07:02,421"
1630,"Oh-oh-oh, symbolism! And uh, the-the uh, wildness of the mores, which",False,,Rachel,joy,positive,167,5,5,9,"00:07:03,047","00:07:12,889"
1631,Excellent! What Rachel has shrewdly observed here,True,neutral,The Teacher,joy,positive,167,6,5,9,"00:07:18,062","00:07:21,648"
1632,You completely stole my answer!,False,,Phoebe,anger,negative,167,7,5,9,"00:07:23,109","00:07:24,985"
1633,"Well, honey that was pretty obvious.",False,,Rachel,sadness,negative,167,8,5,9,"00:07:25,236","00:07:26,987"
1634,Well how would you know?! You didn't even read it!,False,,Phoebe,anger,negative,167,9,5,9,"00:07:27,238","00:07:29,489"
1635,What do you think? You in the blue shirt.,False,,The Teacher,neutral,neutral,167,10,5,9,"00:07:31,492","00:07:34,911"
1636,"I think that uh, yours is a question with many answers.",False,,Phoebe,neutral,neutral,167,11,5,9,"00:07:37,540","00:07:42,210"
1637,Would ya care to venture one?,False,,The Teacher,neutral,neutral,167,12,5,9,"0:07:43,588","0:07:45,480"
1638,Would,False,,Phoebe,neutral,neutral,167,13,5,9,"0:07:45,480","0:07:48,432"
1639,Are you just repeating what I'm saying?,False,,The Teacher,anger,negative,167,14,5,9,"00:07:50,052","00:07:54,514"
1641,"All right, let's move on.",False,,The Teacher,neutral,neutral,167,15,5,9,"00:07:56,726","00:07:58,351"
1642,Okay then.,False,,Phoebe,neutral,neutral,167,16,5,9,"00:07:59,270","00:08:00,312"
1643,"All right, okay, this is great, uh, Chandler, you get behind the desk.",False,,Joey,neutral,neutral,168,0,4,22,"00:15:28,802","00:15:32,597"
1644,"And-and when she comes in hopefully, she wont recognise you because, well, why would she?",False,,Joey,neutral,neutral,168,1,4,22,"00:15:32,765","00:15:38,061"
1645,"Uh, okay, and then you buzz Ross and I.",False,,Joey,neutral,neutral,168,2,4,22,"00:15:38,479","00:15:41,022"
1646,"You be Mr. Gonzalez, and Ill be uh, Mr. Wong.",False,,Joey,neutral,neutral,168,3,4,22,"00:15:41,190","00:15:45,026"
1647,Diverse.,False,,Ross,neutral,neutral,168,4,4,22,"00:15:46,654","00:15:48,071"
1648,Did anybody call for security?,False,,The Stripper,neutral,neutral,168,5,4,22,"00:15:49,740","00:15:52,742"
1649,You be cool.,False,,Chandler,neutral,neutral,168,6,4,22,"00:15:53,535","00:15:55,787"
1650,"Okay, which one of you guys is Gunther Central-Perk?  Hey, Joey?",False,,The Stripper,neutral,neutral,168,7,4,22,"00:16:00,876","00:16:07,465"
1651,Wheres my ring? My dead grandmothers wedding ring? Where is it? Where is it?,True,fear,Ross,fear,negative,168,8,4,22,"00:16:07,633","00:16:11,678"
1652,"Way to be cool, man.",True,neutral,Chandler,neutral,neutral,168,9,4,22,"00:16:13,222","00:16:15,431"
1653,Whats he talking about?,True,neutral,The Stripper,neutral,neutral,168,10,4,22,"00:16:16,141","00:16:17,934"
1654,"There was a ring, in a box, on my nightstand, after you left, it was gone!",False,,Joey,anger,negative,168,11,4,22,"00:16:18,102","00:16:22,230"
1655,"Wait, you guys think I stole some ring?",False,,The Stripper,surprise,negative,168,12,4,22,"00:16:22,398","00:16:24,524"
1656,We know you took so just-just save yourself the time and confess!,False,,Ross,anger,negative,168,13,4,22,"00:16:27,319","00:16:30,488"
1657,"Okay, who are you?",True,surprise,The Stripper,surprise,negative,168,14,4,22,"0:16:30,656","0:16:31,628"
1658,The Hardy boys?,True,anger,The Stripper,anger,negative,168,15,4,22,"0:16:31,628","0:16:32,470"
1659,"Look, I dont need to steal some stupid ring, all right?",False,,The Stripper,anger,negative,168,16,4,22,"00:16:36,537","00:16:38,371"
1660,"I make $1,600 a week doing what I do; any of you guys make that?",True,anger,The Stripper,anger,negative,168,17,4,22,"00:16:38,539","00:16:43,167"
1661,Marry me.,True,neutral,Chandler,neutral,neutral,168,18,4,22,"00:16:44,253","00:16:45,586"
1662,Oh my God! Joey!,False,,Monica,surprise,negative,169,0,8,2,"00:11:44,995","00:11:50,000"
1663,Hell yeah! Ill marry you!,False,,Phoebe,joy,positive,169,1,8,2,"00:11:50,000","00:11:51,418"
1664,You cant marry him!,False,,Monica,anger,negative,169,2,8,2,"0:11:53,337","0:11:54,797"
1665,"Hey lady, your days over! Its my turn!",False,,Phoebe,anger,negative,169,3,8,2,"0:11:54,797","0:11:57,911"
1666,Phoebe!,False,,Monica,surprise,negative,169,4,8,2,"0:11:58,634","0:11:59,385"
1667,Why?! Why cant she marry me?!,False,,Joey,surprise,negative,169,5,8,2,"0:11:59,385","0:12:00,659"
1668,I can and I will!,False,,Phoebe,anger,negative,169,6,8,2,"00:12:00,761","00:12:03,346"
1669,Shes not pregnant. Its Rachel. Rachels the one whos pregnant.,False,,Monica,neutral,neutral,169,7,8,2,"00:12:04,348","00:12:08,643"
1670,Oh my God.,True,surprise,Joey,surprise,negative,169,8,8,2,"0:12:08,853","0:12:09,985"
1671,Hey!,True,surprise,Phoebe,anger,negative,169,9,8,2,"0:12:09,985","0:12:11,371"
1672,Phoebe I think he would notice if you didnt have a baby in nine months!,False,,Monica,anger,negative,169,10,8,2,"00:12:11,564","00:12:14,232"
1673,Its Joey!,False,,Phoebe,surprise,negative,169,11,8,2,"00:12:14,483","00:12:16,818"
1674,Now I cant believe it! What? Rachels pregnant?  Whos the father?,False,,Joey,surprise,positive,169,12,8,2,"00:12:21,407","00:12:25,869"
1675,We dont know.,True,anger,Phoebe,neutral,neutral,169,13,8,2,"00:12:26,120","00:12:27,996"
1676,Ohh I wonder if that dude.,False,,Joey,neutral,neutral,169,14,8,2,"0:12:30,249","0:12:32,771"
1677,Theres a dude?,True,surprise,Monica,surprise,negative,169,15,8,2,"0:12:32,771","0:12:33,045"
1678,Yeah.,False,,Joey,neutral,neutral,169,16,8,2,"0:12:33,169","0:12:33,801"
1679,Who? Who is it?,False,,Phoebe,surprise,negative,169,17,8,2,"0:12:33,801","0:12:35,090"
1680,"About a month ago this guy spent the night with Rachel, I didnt see who it was but",False,,Joey,disgust,negative,169,18,8,2,"00:12:35,212","00:12:41,217"
